publish_time,title,company,sentiment,confidence,sentence_text,strategy_note,url
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.87%,2017年1月，蓝箭航天与丹麦Gomspace公司签订火箭发射服务协议。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,丹麦Gomspace公司,正面 (利好),99.75%,2017年1月，蓝箭航天与丹麦Gomspace公司签订火箭发射服务协议。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.64%,一年后的2018年，蓝箭航天发射固体火箭朱雀一号。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.99%,此后，蓝箭航天将研发重心转向液氧甲烷运载火箭朱雀二号，这对民营航天公司快速发展与提升竞争力至关重要。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.98%,最初几年，蓝箭航天尚未实现火箭发射收入，完全依赖融资维持生存。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,负面 (利空),98.68%,有蓝箭航天早期投资人士坦言。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),91.12%,2019年12月，蓝箭航天宣布完成5亿元C轮融资；,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),96.85%,2020年9月，蓝箭航天宣布完成12亿元C轮融资。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),98.77%,加上此前获得的融资，一年内，蓝箭航天累计斩获超18亿元融资。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.99%,至此，多家早期投资机构才吃了定心丸，终于确定蓝箭航天活下来了，且逐步追加投资。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.99%,高光时刻后获资本追捧2023年，蓝箭航天迎来高光时刻。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),98.88%,当年7月12日，蓝箭航天朱雀二号遥二火箭成功发射，成为全球首枚入轨的液氧甲烷运载火箭。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.10%,这次成功发射，让蓝箭航天成为投资机构争抢的香饽饽。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,商业航天基,正面 (利好),99.96%,记者梳理发现，2023年7月至2025年12月，蓝箭航天共有7次增资，亦庄产业基金无锡产发国家产业投资基金商业航天基金国家制造业转型基金等均是这一阶段入股，其间还有9次股权转让。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,亦庄产业基金,正面 (利好),99.91%,记者梳理发现，2023年7月至2025年12月，蓝箭航天共有7次增资，亦庄产业基金无锡产发国家产业投资基金商业航天基金国家制造业转型基金等均是这一阶段入股，其间还有9次股权转让。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.95%,记者梳理发现，2023年7月至2025年12月，蓝箭航天共有7次增资，亦庄产业基金无锡产发国家产业投资基金商业航天基金国家制造业转型基金等均是这一阶段入股，其间还有9次股权转让。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.96%,截至招股书申报稿披露时，蓝箭航天股东中共有78名备案的机构股东。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,基石资本,正面 (利好),97.19%,其中，最大的机构股东为基石资本，旗下基金合计持有约6.31股权。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.86%,同时，蓝箭航天持续加码火箭发射业务，完成了朱雀二号改进型的研制并执行多次发射任务，并同步推进中大型液氧甲烷可重复使用火箭朱雀三号的研制。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.90%,2025年12月，蓝箭航天完成朱雀三号遥一运载火箭首次发射，成为中国首枚发射且入轨成功的可重复使用运载火箭。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.82%,基建方面，蓝箭航天在东风商业航天创新试验区已建成两个专有发射工位，分别用于发射朱雀二号系列朱雀三号运载火箭，这也是中国首家拥有自己发射工位的民营火箭企业。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.99%,去年8月，蓝箭航天在甘肃建成火箭回收场，可重复使用运载火箭系统的地面配套设施建设取得关键进展。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.98%,始于2019年的上市路蓝箭航天的上市筹备，起步并不算晚。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.79%,有投资人告诉记者，早在2019年3月完成股份制改革时，蓝箭航天就有登陆资本市场的意向，也多次迎来监管部门的调研，但因种种原因迟迟未有实质性进展。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,中金公司,正面 (利好),98.60%,其中，中金公司去年7月25日向北京证监局提交了蓝箭航天IPO辅导备案申请，并于去年7月29日获得辅导备案受理，去年12月18日辅导工作完成。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.04%,其中，中金公司去年7月25日向北京证监局提交了蓝箭航天IPO辅导备案申请，并于去年7月29日获得辅导备案受理，去年12月18日辅导工作完成。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.52%,5天后，蓝箭航天科创板IPO申请获上交所受理。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,SpaceX,正面 (利好),99.51%,值得一提的是，SpaceX同样在推进IPO计划，拟于2026年中后期上市。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,Spac,正面 (利好),99.57%,值得一提的是，SpaceX同样在推进IPO计划，拟于2026年中后期上市。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,SpaceX,正面 (利好),99.91%,这意味着，蓝箭航天甚至有可能先于SpaceX登陆资本市场。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,Spac,正面 (利好),99.90%,这意味着，蓝箭航天甚至有可能先于SpaceX登陆资本市场。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,蓝箭航天,正面 (利好),99.90%,这意味着，蓝箭航天甚至有可能先于SpaceX登陆资本市场。,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 07:36:27,天使融资一千万谈何造火箭？起底蓝箭航天十年融资路东方财富网,东方财富证券,正面 (利好),98.04%,选东方财富证券，行情交易一个APP搞定,AI推理,https://finance.eastmoney.com/a/202601093613245369.html
2026-01-09 21:05:53,52票赞成47票反对美参议院推进决议限制特朗普对委动武多名共和党议员反水！东方财富网,东方财富网,负面 (利空),61.35%,东方财富网。,AI推理,https://finance.eastmoney.com/a/202601093614139765.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,东方财富网,正面 (利好),95.68%,1月9日晚间上市公司利好消息一览附名单东方财富网。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,东方财富,正面 (利好),95.93%,1月9日晚间上市公司利好消息一览附名单东方财富网。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,通富微电,正面 (利好),99.93%,在东方财富看资讯行情，选东方财富证券一站式开户交易沪深两市多家上市公司1月9日晚间发布重要公告，以下为利好的消息汇总：通富微电：拟定增募资不超44亿元用于存储芯片封测产能提升等项目通富微电0021561月9日公告，公司拟向特定对象发行股票募集资金总额不超过44亿元，将用于存储芯片封测产能提升项目汽车等新兴应用领域封测产能提升项目晶圆级封测产能提升项目高性能计算及通信领域封测产能提升项目补充流动资金及偿还银行贷款。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,通富微,正面 (利好),99.92%,在东方财富看资讯行情，选东方财富证券一站式开户交易沪深两市多家上市公司1月9日晚间发布重要公告，以下为利好的消息汇总：通富微电：拟定增募资不超44亿元用于存储芯片封测产能提升等项目通富微电0021561月9日公告，公司拟向特定对象发行股票募集资金总额不超过44亿元，将用于存储芯片封测产能提升项目汽车等新兴应用领域封测产能提升项目晶圆级封测产能提升项目高性能计算及通信领域封测产能提升项目补充流动资金及偿还银行贷款。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,东方财富证券,正面 (利好),99.90%,在东方财富看资讯行情，选东方财富证券一站式开户交易沪深两市多家上市公司1月9日晚间发布重要公告，以下为利好的消息汇总：通富微电：拟定增募资不超44亿元用于存储芯片封测产能提升等项目通富微电0021561月9日公告，公司拟向特定对象发行股票募集资金总额不超过44亿元，将用于存储芯片封测产能提升项目汽车等新兴应用领域封测产能提升项目晶圆级封测产能提升项目高性能计算及通信领域封测产能提升项目补充流动资金及偿还银行贷款。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,东方财富,正面 (利好),99.93%,在东方财富看资讯行情，选东方财富证券一站式开户交易沪深两市多家上市公司1月9日晚间发布重要公告，以下为利好的消息汇总：通富微电：拟定增募资不超44亿元用于存储芯片封测产能提升等项目通富微电0021561月9日公告，公司拟向特定对象发行股票募集资金总额不超过44亿元，将用于存储芯片封测产能提升项目汽车等新兴应用领域封测产能提升项目晶圆级封测产能提升项目高性能计算及通信领域封测产能提升项目补充流动资金及偿还银行贷款。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,包钢,正面 (利好),99.95%,包钢股份：拟将2026年第一季度稀土精矿关联交易价格调整为不含税26834元吨环比小幅上涨包钢股份6000101月9日公告，根据公司2022年年度股东大会审议通过的稀土精矿价格调整机制及计算公式，公司拟将2026年第一季度稀土精矿关联交易价格调整为不含税26834元吨干量，REO50。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,金力永磁,正面 (利好),99.30%,金力永磁：拟参与投资设立嘉兴金磁基金基金主要投资于新一代信息技术高端制造行业金力永磁3007481月9日公告，公司及全资子公司金力宁波投资拟以自有资金合计不超过1.5亿元参与设立嘉兴金磁股权投资合伙企业有限合伙以下简称嘉兴金磁基金。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,金力宁波投资,正面 (利好),99.16%,金力永磁：拟参与投资设立嘉兴金磁基金基金主要投资于新一代信息技术高端制造行业金力永磁3007481月9日公告，公司及全资子公司金力宁波投资拟以自有资金合计不超过1.5亿元参与设立嘉兴金磁股权投资合伙企业有限合伙以下简称嘉兴金磁基金。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,嘉兴,正面 (利好),99.43%,金力永磁：拟参与投资设立嘉兴金磁基金基金主要投资于新一代信息技术高端制造行业金力永磁3007481月9日公告，公司及全资子公司金力宁波投资拟以自有资金合计不超过1.5亿元参与设立嘉兴金磁股权投资合伙企业有限合伙以下简称嘉兴金磁基金。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,嘉兴金磁股权投资合伙企业有限合伙,正面 (利好),99.50%,金力永磁：拟参与投资设立嘉兴金磁基金基金主要投资于新一代信息技术高端制造行业金力永磁3007481月9日公告，公司及全资子公司金力宁波投资拟以自有资金合计不超过1.5亿元参与设立嘉兴金磁股权投资合伙企业有限合伙以下简称嘉兴金磁基金。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,金力宁波投资,正面 (利好),99.27%,其中公司认缴出资不超过3000万元，金力宁波投资认缴出资不超过1.2亿元。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,嘉兴,正面 (利好),88.08%,嘉兴金磁基金主要投资于新一代信息技术高端制造行业。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,国科军工,正面 (利好),99.95%,国科军工：目前已与多家业内企业深度合作推进运载火箭项目研发国科军工6885431月9日在互动平台表示，自2015年起，公司便为商业航天企业提供航天运载火箭科研设计固体装药地面测试等全流程配套服务。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,国科军工,正面 (利好),99.97%,目前国科军工已与多家业内企业深度合作推进运载火箭项目研发，相关工作均达成预期。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,交运,正面 (利好),99.81%,交运股份：筹划重大资产置换置入文体娱乐业旅游业相关业务资产交运股份6006761月9日公告，公司筹划将所持有的乘用车销售与汽车后服务板块汽车零部件制造与销售服务板块相关资产与公司控股股东久事集团及其关联方持有的文体娱乐业旅游业相关业务资产进行置换，拟置入资产与拟置出资产交易价格的差额由一方向另一方以现金方式补足。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,久事集团,正面 (利好),99.81%,交运股份：筹划重大资产置换置入文体娱乐业旅游业相关业务资产交运股份6006761月9日公告，公司筹划将所持有的乘用车销售与汽车后服务板块汽车零部件制造与销售服务板块相关资产与公司控股股东久事集团及其关联方持有的文体娱乐业旅游业相关业务资产进行置换，拟置入资产与拟置出资产交易价格的差额由一方向另一方以现金方式补足。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,交运股份,正面 (利好),99.74%,交运股份：筹划重大资产置换置入文体娱乐业旅游业相关业务资产交运股份6006761月9日公告，公司筹划将所持有的乘用车销售与汽车后服务板块汽车零部件制造与销售服务板块相关资产与公司控股股东久事集团及其关联方持有的文体娱乐业旅游业相关业务资产进行置换，拟置入资产与拟置出资产交易价格的差额由一方向另一方以现金方式补足。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,山东发展新能源有限公司,正面 (利好),98.84%,山大电力：与山东发展新能源有限公司签署战略合作协议山大电力3016091月9日公告，1月9日，公司与山东发展新能源有限公司签署了战略合作协议，共同推动山东省新能源产业技术升级与规模化发展。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,山大电力,正面 (利好),98.97%,山大电力：与山东发展新能源有限公司签署战略合作协议山大电力3016091月9日公告，1月9日，公司与山东发展新能源有限公司签署了战略合作协议，共同推动山东省新能源产业技术升级与规模化发展。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,天津文仲投资管理有限公司,正面 (利好),99.99%,"环旭电子：拟以3000万元认购私募基金份额投资于AI为核心的新一代信息技术产业环旭电子6012311月9日公告，2026年1月9日，公司与天津文仲投资管理有限公司及其他12位合伙人共同签署了天津海河曜仲股权投资合伙企业有限合伙合伙协议，公司拟作为有限合伙人，投资天津海河曜仲股权投资合伙企业有限合伙,出资额3000万元。",AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,环旭电子,正面 (利好),99.99%,"环旭电子：拟以3000万元认购私募基金份额投资于AI为核心的新一代信息技术产业环旭电子6012311月9日公告，2026年1月9日，公司与天津文仲投资管理有限公司及其他12位合伙人共同签署了天津海河曜仲股权投资合伙企业有限合伙合伙协议，公司拟作为有限合伙人，投资天津海河曜仲股权投资合伙企业有限合伙,出资额3000万元。",AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,天津海河曜仲股权投资合伙企业有限合伙,正面 (利好),99.99%,"环旭电子：拟以3000万元认购私募基金份额投资于AI为核心的新一代信息技术产业环旭电子6012311月9日公告，2026年1月9日，公司与天津文仲投资管理有限公司及其他12位合伙人共同签署了天津海河曜仲股权投资合伙企业有限合伙合伙协议，公司拟作为有限合伙人，投资天津海河曜仲股权投资合伙企业有限合伙,出资额3000万元。",AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,天津海河曜仲股权投资合伙企业有限,正面 (利好),99.99%,"环旭电子：拟以3000万元认购私募基金份额投资于AI为核心的新一代信息技术产业环旭电子6012311月9日公告，2026年1月9日，公司与天津文仲投资管理有限公司及其他12位合伙人共同签署了天津海河曜仲股权投资合伙企业有限合伙合伙协议，公司拟作为有限合伙人，投资天津海河曜仲股权投资合伙企业有限合伙,出资额3000万元。",AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,环旭,正面 (利好),99.99%,"环旭电子：拟以3000万元认购私募基金份额投资于AI为核心的新一代信息技术产业环旭电子6012311月9日公告，2026年1月9日，公司与天津文仲投资管理有限公司及其他12位合伙人共同签署了天津海河曜仲股权投资合伙企业有限合伙合伙协议，公司拟作为有限合伙人，投资天津海河曜仲股权投资合伙企业有限合伙,出资额3000万元。",AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,中船防务,正面 (利好),99.95%,中船防务：2025年净利润同比预增149.61到196.88中船防务6006851月9日公告，经财务部门初步测算，预计2025年年度实现归属于母公司所有者的净利润9.4亿元到11.2亿元，与上年同期法定披露数据相比，同比增加149.61到196.88。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,海优新材,正面 (利好),99.83%,海优新材：收到客户定点为一款车型车玻产品开发并供应PDLC调光膜片产品海优新材6886801月9日公告，公司于近日收到某知名汽车玻璃制造商出具的供应商定点通知邮件。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,北方联合电力有限责任公司,正面 (利好),98.95%,内蒙华电：拟53.36亿元购买正蓝旗风电70股权与北方多伦75.51股权内蒙华电6008631月9日公告，公司拟通过发行股份及支付现金相结合的方式向北方联合电力有限责任公司简称北方公司购买其持有的北方上都正蓝旗新能源有限责任公司简称正蓝旗风电70股权与北方多伦新能源有限责任公司简称北方多伦75.51的股权，并向不超过35名特定投资者发行股份募集配套资金，交易价格为53.36亿元。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,北方多伦新能源有限责任公司,正面 (利好),99.12%,内蒙华电：拟53.36亿元购买正蓝旗风电70股权与北方多伦75.51股权内蒙华电6008631月9日公告，公司拟通过发行股份及支付现金相结合的方式向北方联合电力有限责任公司简称北方公司购买其持有的北方上都正蓝旗新能源有限责任公司简称正蓝旗风电70股权与北方多伦新能源有限责任公司简称北方多伦75.51的股权，并向不超过35名特定投资者发行股份募集配套资金，交易价格为53.36亿元。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,北方公司,正面 (利好),99.30%,内蒙华电：拟53.36亿元购买正蓝旗风电70股权与北方多伦75.51股权内蒙华电6008631月9日公告，公司拟通过发行股份及支付现金相结合的方式向北方联合电力有限责任公司简称北方公司购买其持有的北方上都正蓝旗新能源有限责任公司简称正蓝旗风电70股权与北方多伦新能源有限责任公司简称北方多伦75.51的股权，并向不超过35名特定投资者发行股份募集配套资金，交易价格为53.36亿元。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
,1月9日晚间上市公司利好消息一览附名单东方财富网,内蒙华电,正面 (利好),98.96%,内蒙华电：拟53.36亿元购买正蓝旗风电70股权与北方多伦75.51股权内蒙华电6008631月9日公告，公司拟通过发行股份及支付现金相结合的方式向北方联合电力有限责任公司简称北方公司购买其持有的北方上都正蓝旗新能源有限责任公司简称正蓝旗风电70股权与北方多伦新能源有限责任公司简称北方多伦75.51的股权，并向不超过35名特定投资者发行股份募集配套资金，交易价格为53.36亿元。,AI推理,https://finance.eastmoney.com/a/202601093614461449.html
